Symbol,Company_Name,Country,Sector,Industry,F1,F2,F3,F4
BLZGSL,Bangkok Dusit Medical Services Public Co. Ltd.,Thailand,Health Care,Health Care Providers & Services,"12,302.4",0.2,1.7,-22.3
BYV76L,Bangkok Expressway and Metro Public Company Limited,Thailand,Industrials,Transportation Infrastructure,"3,914.7",0.3,0.9,-46.6
B12LZP,Bank Albilad,Saudi Arabia,Financials,Banks,"11,769.9",0.3,0.0,15.1
B12LZQ,Bank Aljazira,Saudi Arabia,Financials,Banks,"5,661.8",0.6,2.6,-30.7
607580,Bank Hapoalim BM,Israel,Financials,Banks,"12,358.3",1.1,0.0,26.2
607642,Bank Leumi Le-Israel Ltd.,Israel,Financials,Banks,"14,045.4",0.9,5.3,19.8
229567,Bank of America Corp,United States,Financials,Banks,"281,024.0",0.8,2.4,8.4
B15456,Bank of China Limited Class H,China,Financials,Banks,"131,216.4",2.7,8.5,7.7
B0B8Z2,"Bank of Communications Co., Ltd. Class H",China,Financials,Banks,"51,663.5",2.4,8.0,9.6
207600,Bank of Montreal,Canada,Financials,Banks,"67,031.0",0.6,4.0,10.0
B1Z77F,Bank of New York Mellon Corp,United States,Financials,Capital Markets,"34,969.6",1.0,3.1,-0.9
207628,Bank of Nova Scotia,Canada,Financials,Banks,"75,683.8",0.7,5.0,4.2
607496,Bank of the Philippine Islands,Philippines,Financials,Banks,"8,250.3",0.7,1.9,-2.5
547311,BANK POLSKA KASA OPIEKI SA,Poland,Financials,Banks,"5,423.5",1.0,4.7,-6.2
B12LZT,Banque Saudi Fransi,Saudi Arabia,Financials,Banks,"15,279.4",0.6,3.0,-6.9
313486,Barclays PLC,United Kingdom,Financials,Banks,"32,106.9",2.3,3.9,40.9
008118,Barratt Developments PLC,United Kingdom,Consumer Discretionary,Household Durables,"6,134.8",1.2,6.8,-6.9
202464,Barrick Gold Corporation,Canada,Materials,Metals & Mining,"35,330.3",0.7,2.0,#N/A
547692,Barry Callebaut AG,Switzerland,Consumer Staples,Food Products,"11,833.0",0.2,1.3,3.6
B0YTG2,Barwa Real Estate Co.,Qatar,Real Estate,Real Estate Management & Development,"3,431.0",1.6,5.4,-14.6
508657,BASF SE,Germany,Materials,Chemicals,"47,522.4",1.0,6.8,4.4
BNNTGJ,"Bath & Body Works, Inc.",United States,Consumer Discretionary,Specialty Retail,"10,240.8",-0.1,1.9,28.7
208510,Baxter International Inc.,United States,Health Care,Health Care Equipment & Supplies,"36,314.5",0.2,1.6,-5.9
506921,Bayer AG,Germany,Health Care,Pharmaceuticals,"65,957.4",0.6,3.1,38.2
575602,Bayerische Motoren Werke AG,Germany,Consumer Discretionary,Automobiles,"54,050.3",1.8,7.4,54.1
B9N3SQ,BB Seguridade Participacoes SA,Brazil,Financials,Insurance,"10,296.4",0.1,5.7,-18.6
B188TH,BCE Inc.,Canada,Communication Services,Diversified Telecommunication Services,"48,554.0",0.3,5.4,-1.7
B5VJH7,"BDO Unibank, Inc.",Philippines,Financials,Banks,"11,019.2",0.8,0.9,4.8
593240,Bechtle AG,Germany,Information Technology,IT Services,"5,543.9",0.3,1.3,21.0
BYM406,Becle Sab De Cv,Mexico,Consumer Staples,Beverages,"8,241.1",0.3,0.9,5.9
208780,"Becton, Dickinson and Company",United States,Health Care,Health Care Equipment & Supplies,"71,579.7",0.3,1.4,35.5
510740,Beiersdorf AG,Germany,Consumer Staples,Personal Products,"24,860.3",0.3,0.7,-5.1
620842,"Beijing Capital International Airport Co., Ltd. Class H",China,Industrials,Transportation Infrastructure,"2,573.3",1.3,0.0,#N/A
608169,Beijing Enterprises Holdings Limited,Hong Kong,Utilities,Gas Utilities,"4,245.7",2.9,4.7,3.2
B01YCG,Beijing Enterprises Water Group Limited,Hong Kong,Utilities,Water Utilities,"3,241.9",1.5,6.3,-6.3
B02JV6,Benefit One Inc.,Japan,Industrials,Professional Services,"2,426.0",0.1,1.9,21.3
BMC1PR,"Bentley Systems, Incorporated Class B",United States,Information Technology,Software,"8,870.4",0.0,0.4,-67.0
BV8TBJ,Berger Paints India Limited,India,Materials,Chemicals,"7,839.6",0.1,0.4,15.1
BLJNXL,Berkeley Group Holdings plc,United Kingdom,Consumer Discretionary,Household Durables,"5,616.6",0.7,0.2,-10.9
207339,Berkshire Hathaway Inc. Class B,United States,Financials,Diversified Financial Services,"677,181.7",0.7,0.0,72.5
609401,Berli Jucker Public Co. Ltd.,Thailand,Consumer Staples,Food & Staples Retailing,"4,261.4",0.8,1.8,-22.8
209467,"Best Buy Co., Inc.",United States,Consumer Discretionary,Specialty Retail,"17,031.7",0.2,4.7,27.2
BD95QN,"BGF retail CO., LTD.",South Korea,Consumer Staples,Food & Staples Retailing,"2,488.8",0.3,1.6,-5.4
BF1THH,Bharat Electronics Limited,India,Industrials,Aerospace & Defense,"7,134.5",0.2,1.8,7.3
B0C1DM,Bharat Forge Ltd,India,Consumer Discretionary,Auto Components,"3,959.7",0.2,1.0,#N/A
609972,Bharat Petroleum Corporation Limited,India,Energy,Oil Gas & Consumable Fuels,"9,124.3",0.8,9.9,3.7
644232,Bharti Airtel Limited,India,Communication Services,Wireless Telecommunication Services,"50,984.9",0.2,0.4,79.4
614469,BHP Group Ltd,Australia,Materials,Metals & Mining,"165,050.5",0.3,10.2,28.0
BZBFKT,Bid Corporation Limited,South Africa,Consumer Staples,Food & Staples Retailing,"6,779.5",0.3,2.1,-20.2
610008,Bidvest Group Limited,South Africa,Industrials,Industrial Conglomerates,"4,345.9",0.4,3.3,0.8
BKDS4H,"Bill.com Holdings, Inc.",United States,Information Technology,Software,"10,596.7",0.4,0.0,#N/A
B0D000,BIM Birlesik Magazalar A.S.,Turkey,Consumer Staples,Food & Staples Retailing,"3,134.2",0.2,2.4,21.5
209850,"Bio-Rad Laboratories, Inc. Class A",United States,Health Care,Life Sciences Tools & Services,"15,072.7",0.7,0.0,125.5
BSHZ3Q,Bio-Techne Corporation,United States,Health Care,Life Sciences Tools & Services,"14,088.4",0.1,0.4,19.3
674125,Biocon Limited,India,Health Care,Biotechnology,"4,988.2",0.2,0.1,-14.2
245596,Biogen Inc.,United States,Health Care,Biotechnology,"28,662.1",0.4,0.0,-32.9
243707,BioMarin Pharmaceutical Inc.,United States,Health Care,Biotechnology,"14,462.9",0.3,0.0,#N/A
BF0LBX,bioMerieux SA,France,Health Care,Health Care Equipment & Supplies,"11,210.3",0.3,1.0,36.6
BDG75V,"Black Knight, Inc.",United States,Information Technology,Software,"11,011.2",0.2,0.0,31.3
BCBHZ3,BlackBerry Limited,Canada,Information Technology,Software,"3,413.6",0.4,0.0,-48.9
249450,"BlackRock, Inc.",United States,Financials,Capital Markets,"89,668.7",0.4,3.3,16.8
BKF2SL,Blackstone Inc.,United States,Financials,Capital Markets,"123,778.2",0.1,4.4,74.8
BYNZGK,Block Inc Class A,United States,Information Technology,IT Services,"47,636.2",0.4,0.0,#N/A
653323,Bluescope Steel Limited,Australia,Materials,Metals & Mining,"6,048.2",1.1,2.7,7.8
730968,BNP Paribas S.A. Class A,France,Financials,Banks,"69,524.4",1.8,6.9,3.4
BYZJV1,BOC Aviation Limited,Singapore,Industrials,Trading Companies & Distributors,"5,328.3",1.0,3.6,-9.4
653611,BOC Hong Kong (Holdings) Limited,Hong Kong,Financials,Banks,"39,003.5",1.0,3.8,-11.5
210860,Boeing Company,United States,Industrials,Aerospace & Defense,"74,262.1",-0.2,0.0,#N/A
BL54C2,Boliden AB,Sweden,Materials,Metals & Mining,"10,772.9",0.5,2.7,21.9
457270,Bollore SE,France,Communication Services,Entertainment,"14,900.6",1.5,1.3,127.7
BDRXDB,Booking Holdings Inc.,United States,Consumer Discretionary,Hotels Restaurants & Leisure,"83,293.1",0.1,0.0,-59.5
B5367T,Booz Allen Hamilton Holding Corporation Class A,United States,Industrials,Professional Services,"10,623.3",0.1,2.2,16.6
211195,BorgWarner Inc.,United States,Consumer Discretionary,Auto Components,"9,187.7",0.7,1.8,-14.0
B24FZ3,Bosideng International Holdings Limited,Hong Kong,Consumer Discretionary,Textiles Apparel & Luxury Goods,"5,687.4",0.3,3.5,35.4
201947,"Boston Properties, Inc.",United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"19,024.2",0.3,3.6,-10.4
211343,Boston Scientific Corporation,United States,Health Care,Health Care Equipment & Supplies,"57,397.1",0.3,0.0,-38.9
B15DYL,Boubyan Bank K.S.C.,Kuwait,Financials,Banks,"10,375.1",0.2,0.6,-13.9
400212,Bouygues SA,France,Industrials,Construction & Engineering,"12,905.3",1.0,5.6,-7.9
079805,BP p.l.c.,United Kingdom,Energy,Oil Gas & Consumable Fuels,"100,010.3",0.6,4.2,-7.2
B1FJ0C,Brambles Limited,Australia,Industrials,Commercial Services & Supplies,"11,258.9",0.2,3.0,0.0
B0774N,Braskem S.A. Pfd  A,Brazil,Materials,Chemicals,"6,641.1",0.2,17.7,49.0
B4YVF5,Brenntag Societas Europaea,Germany,Industrials,Trading Companies & Distributors,"11,298.8",0.4,2.1,1.0
203699,BRF SA,Brazil,Consumer Staples,Food Products,"2,978.3",0.8,0.0,#N/A
613210,Bridgestone Corporation,Japan,Consumer Discretionary,Auto Components,"27,327.8",0.8,3.5,-33.5
212633,Bristol-Myers Squibb Company,United States,Health Care,Pharmaceuticals,"163,980.5",0.2,2.8,-3.8
BGSQG4,Britannia Industries Ltd,India,Consumer Staples,Food Products,"10,329.4",0.0,2.0,9.9
028758,British American Tobacco p.l.c.,United Kingdom,Consumer Staples,Tobacco,"97,350.3",0.9,6.3,4.8
013670,British Land Company PLC,United Kingdom,Real Estate,Equity Real Estate Investment Trusts (REITs),"5,948.4",1.4,4.2,-28.4
BDZ78H,Broadcom Inc.,United States,Information Technology,Semiconductors & Semiconductor Equipment,"232,953.0",0.1,2.9,21.9
B1VP7R,"Broadridge Financial Solutions, Inc.",United States,Information Technology,IT Services,"16,013.2",0.1,1.9,7.3
209259,Brookfield Asset Management Inc. Class A,Canada,Financials,Capital Markets,"75,750.8",0.6,1.2,-8.5
614650,"Brother Industries, Ltd.",Japan,Information Technology,Technology Hardware Storage & Peripherals,"4,649.8",1.0,3.0,-17.0
269268,"Brown & Brown, Inc.",United States,Financials,Insurance,"15,598.4",0.3,0.7,19.7
214683,Brown-Forman Corporation Class B,United States,Consumer Staples,Beverages,"29,363.0",0.1,1.2,-0.2
309135,BT Group plc,United Kingdom,Communication Services,Diversified Telecommunication Services,"22,270.1",0.9,4.3,-18.9
BDDW2W,BTS Group Holdings Public Co. Ltd.,Thailand,Industrials,Road & Rail,"3,464.3",0.5,3.4,8.7
BKDXJH,Budweiser Brewing Co. APAC Ltd.,Hong Kong,Consumer Staples,Beverages,"32,334.1",0.3,1.2,-5.6
B0166D,"Bumrungrad Hospital Public Co., Ltd.",Thailand,Health Care,Health Care Providers & Services,"3,979.0",0.1,1.9,-46.4
278871,Bunge Limited,United States,Consumer Staples,Food Products,"15,884.6",0.5,2.2,84.3
B0744B,Bunzl plc,United Kingdom,Industrials,Trading Companies & Distributors,"11,661.7",0.2,2.0,14.6
B2RLCR,Bupa Arabia for Cooperative Insurance Co.,Saudi Arabia,Financials,Insurance,"5,150.5",0.2,2.0,1.2
317430,Burberry Group plc,United Kingdom,Consumer Discretionary,Textiles Apparel & Luxury Goods,"7,901.1",0.3,3.0,-9.5
B28DTJ,Bureau Veritas SA,France,Industrials,Professional Services,"12,541.1",0.1,2.0,-3.0
BF311Y,"Burlington Stores, Inc.",United States,Consumer Discretionary,Specialty Retail,"11,730.0",0.1,0.0,-0.2
653665,BYD Company Limited Class H,China,Consumer Discretionary,Automobiles,"112,546.8",0.1,0.0,11.6
B29SHS,"BYD Electronic (International) Co., Ltd.",China,Information Technology,Communications Equipment,"4,398.7",0.8,0.8,29.2
211622,"C.H. Robinson Worldwide, Inc.",United States,Industrials,Air Freight & Logistics,"13,130.0",0.2,2.1,11.4
BZ07DS,"Cable One, Inc.",United States,Communication Services,Media,"6,940.4",0.3,0.9,31.4
230223,"Cadence Design Systems, Inc.",United States,Information Technology,Software,"37,586.0",0.1,0.0,13.7
216276,CAE Inc.,Canada,Industrials,Aerospace & Defense,"7,389.5",0.4,0.0,-47.0
BMWWGB,Caesars Entertainment Inc,United States,Consumer Discretionary,Hotels Restaurants & Leisure,"10,278.9",0.3,0.0,#N/A
B283W9,CaixaBank SA,Spain,Financials,Banks,"26,674.4",1.5,3.8,28.3
216632,Camden Property Trust,United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"14,725.4",0.3,2.7,5.4
216616,Cameco Corporation,Canada,Energy,Oil Gas & Consumable Fuels,"9,187.4",0.4,0.4,#N/A
216284,Campbell Soup Company,United States,Consumer Staples,Food Products,"13,944.7",0.2,3.2,61.4
211759,Canadian Apartment Properties Real Estate Investment Trust,Canada,Real Estate,Equity Real Estate Investment Trusts (REITs),"6,534.9",1.3,3.2,-7.9
217052,Canadian Imperial Bank of Commerce,Canada,Financials,Banks,"48,609.2",0.7,4.7,7.6
218063,Canadian National Railway Company,Canada,Industrials,Road & Rail,"78,290.2",0.2,2.0,4.5
217157,Canadian Natural Resources Limited,Canada,Energy,Oil Gas & Consumable Fuels,"71,009.4",0.4,3.8,39.4
279311,Canadian Pacific Railway Limited,Canada,Industrials,Road & Rail,"65,321.5",0.4,0.8,15.7
217228,"Canadian Tire Corporation, Limited Class A",Canada,Consumer Discretionary,Multiline Retail,"8,489.7",0.5,3.8,22.7
217263,Canadian Utilities Limited Class A,Canada,Utilities,Multi-Utilities,"8,429.9",0.5,4.4,-32.1
617232,Canon Inc.,Japan,Information Technology,Technology Hardware Storage & Peripherals,"33,638.5",0.7,3.1,7.3
BYTN3W,Canopy Growth Corporation,Canada,Health Care,Pharmaceuticals,"2,233.3",1.4,0.0,#N/A
BJKDJS,"CanSino Biologics, Inc. Class H",China,Health Care,Pharmaceuticals,"4,502.2",0.3,1.3,#N/A
617369,"Capcom Co., Ltd.",Japan,Communication Services,Entertainment,"7,686.9",0.2,1.3,44.9
416343,Capgemini SE,France,Information Technology,IT Services,"32,558.5",0.3,1.3,16.6
265446,Capital One Financial Corp,United States,Financials,Consumer Finance,"44,961.1",1.2,2.1,42.4
642012,CapitaLand Integrated Commercial Trust,Singapore,Real Estate,Equity Real Estate Investment Trusts (REITs),"10,766.5",0.9,4.6,-37.4
BNHXFJ,CapitaLand Investment Limited,Singapore,Real Estate,Real Estate Management & Development,"14,372.6",0.8,3.1,#N/A
644085,Capitec Bank Holdings Limited,South Africa,Financials,Banks,"15,923.2",0.1,1.7,8.9
BSM67X,Carabao Group Public Company Ltd,Thailand,Consumer Staples,Beverages,"2,966.3",0.1,1.8,38.8
217567,"Cardinal Health, Inc.",United States,Health Care,Health Care Providers & Services,"15,168.8",0.0,3.5,36.9
592296,Carl Zeiss Meditec AG,Germany,Health Care,Health Care Equipment & Supplies,"11,346.6",0.2,0.8,15.8
416921,Carlsberg AS Class B,Denmark,Consumer Staples,Beverages,"18,494.8",0.4,2.7,8.9
BKRTG5,Carlyle Group Inc,United States,Financials,Capital Markets,"13,110.4",0.4,3.6,79.5
298356,"CarMax, Inc.",United States,Consumer Discretionary,Specialty Retail,"14,416.3",0.3,0.0,14.3
252304,Carnival Corporation,United States,Consumer Discretionary,Hotels Restaurants & Leisure,"13,697.5",0.7,0.0,#N/A
564156,Carrefour SA,France,Consumer Staples,Food & Staples Retailing,"15,551.5",0.7,2.6,#N/A
BK4N0D,Carrier Global Corp.,United States,Industrials,Building Products,"31,690.3",0.2,1.6,-15.2
BYQHPG,Carvana Co. Class A,United States,Consumer Discretionary,Specialty Retail,"6,612.0",0.0,0.0,#N/A
BP96PQ,Catalent Inc,United States,Health Care,Pharmaceuticals,"17,530.6",0.3,0.0,70.7
618666,"Catcher Technology Co., Ltd.",Taiwan,Information Technology,Technology Hardware Storage & Peripherals,"3,897.9",1.4,6.4,-10.5
218020,Caterpillar Inc.,United States,Industrials,Machinery,"110,909.9",0.2,2.1,-3.0
642566,"Cathay Financial Holdings Co., Ltd.",Taiwan,Financials,Insurance,"26,531.1",1.2,6.5,52.2
B5834C,Cboe Global Markets Inc,United States,Financials,Capital Markets,"11,132.8",0.3,1.8,9.8
B6WVMH,"CBRE Group, Inc. Class A",United States,Real Estate,Real Estate Management & Development,"26,126.1",0.3,0.0,15.0
215979,CCL Industries Inc. Class B,Canada,Materials,Containers & Packaging,"8,507.9",0.3,1.6,9.5
284097,CCR S.A.,Brazil,Industrials,Transportation Infrastructure,"5,328.6",0.3,1.3,-25.3
730221,CD Projekt S.A.,Poland,Communication Services,Entertainment,"2,680.1",0.2,4.2,115.0
BBM5MD,CDW Corp.,United States,Information Technology,Electronic Equipment Instruments & Components,"22,122.5",0.0,1.2,18.9
B05MZT,Celanese Corporation,United States,Materials,Chemicals,"16,388.2",0.3,1.8,55.5
BX90C0,Cellnex Telecom S.A.,Spain,Communication Services,Diversified Telecommunication Services,"28,451.2",0.6,0.0,#N/A
BYZ6DH,"Celltrion Healthcare Co., Ltd.",South Korea,Health Care,Health Care Providers & Services,"6,720.8",0.3,0.5,143.1
B0V3YP,Celltrion Pharm Inc.,South Korea,Health Care,Pharmaceuticals,"2,177.3",0.1,0.0,#N/A
B0C5YV,"Celltrion, Inc.",South Korea,Health Care,Biotechnology,"15,533.2",0.2,0.5,41.8
240645,Cemex SAB de CV Cert Part Ord Repr 2 ShsA & 1 ShsB,Mexico,Materials,Construction Materials,"6,619.6",1.5,0.0,-10.7
B00R3L,Cencosud S.A.,Chile,Consumer Staples,Food & Staples Retailing,"4,282.6",1.2,27.2,-63.5
B57FG0,Cenovus Energy Inc.,Canada,Energy,Oil Gas & Consumable Fuels,"41,093.4",0.5,1.6,#N/A
280706,Centene Corporation,United States,Health Care,Health Care Providers & Services,"47,826.2",0.6,0.0,-13.9
244063,"CenterPoint Energy, Inc.",United States,Utilities,Multi-Utilities,"19,305.2",0.5,2.2,58.6
230844,Centrais Eletricas Brasileiras SA-Eletrobras Pfd  B,Brazil,Utilities,Electric Utilities,"13,512.8",0.9,3.7,-45.9
618355,Central Japan Railway Company,Japan,Industrials,Road & Rail,"26,438.2",1.1,0.8,#N/A
B6SR7L,Central Pattana Public Co. Ltd.,Thailand,Real Estate,Real Estate Management & Development,"7,825.3",0.3,1.0,-12.3
BKP8ZP,Central Retail Corporation Public Company Limited,Thailand,Consumer Discretionary,Multiline Retail,"6,414.1",0.3,0.8,-95.1
BFX1V5,"Ceridian HCM Holding, Inc.",United States,Information Technology,Software,"8,445.8",0.2,0.0,#N/A
218528,Cerner Corporation,United States,Health Care,Health Care Technology,"27,636.4",0.1,1.1,6.8
562403,CEZ as,Czech Republic,Utilities,Electric Utilities,"26,009.4",0.3,3.9,-52.8
B0G4K5,"CF Industries Holdings, Inc.",United States,Materials,Chemicals,"21,196.0",0.2,1.6,29.3
BJ2L57,CGI Inc. Class A,Canada,Information Technology,IT Services,"19,443.7",0.3,0.0,11.2
BSBMM0,"CGN Power Co., Ltd. Class H",China,Utilities,Independent Power and Renewable Electricity Producers,"19,102.8",0.9,4.7,0.4
B58J1S,Chailease Holding Co. Ltd.,Taiwan,Financials,Diversified Financial Services,"9,964.1",0.4,2.9,19.9
618785,"Chang Hwa Commercial Bank, Ltd.",Taiwan,Financials,Banks,"6,307.1",1.0,2.8,-16.1
260433,"Charles River Laboratories International, Inc.",United States,Health Care,Life Sciences Tools & Services,"11,432.1",0.2,0.0,25.9
277939,Charles Schwab Corp,United States,Financials,Capital Markets,"119,982.1",0.3,1.3,-0.3
B4V9B0,Charoen Pokphand Foods Public Co. Ltd.,Thailand,Consumer Staples,Food Products,"6,230.1",0.9,2.5,3.7
BZ6VT8,"Charter Communications, Inc. Class A",United States,Communication Services,Media,"78,809.5",0.2,0.0,79.5
218133,Check Point Software Technologies Ltd.,Israel,Information Technology,Software,"15,570.9",0.2,0.0,6.9
609323,Cheil Worldwide Inc.,South Korea,Communication Services,Media,"2,237.3",0.4,4.0,12.9
BC9ZH8,Chemical Works of Gedeon Richter Plc,Hungary,Health Care,Pharmaceuticals,"3,737.5",0.8,3.1,60.9
619022,"Cheng Shin Rubber Ind. Co., Ltd.",Taiwan,Consumer Discretionary,Auto Components,"3,696.9",0.8,3.5,48.1
265436,"Cheniere Energy, Inc.",United States,Energy,Oil Gas & Consumable Fuels,"33,792.9",-0.1,1.0,#N/A
283855,Chevron Corporation,United States,Energy,Oil Gas & Consumable Fuels,"330,206.5",0.4,3.4,13.7
BJLFHW,"Chewy, Inc. Class A",United States,Consumer Discretionary,Internet & Direct Marketing Retail,"10,213.5",0.0,0.0,#N/A
619056,"Chiba Bank, Ltd.",Japan,Financials,Banks,"4,321.0",2.0,3.8,5.2
BMQ8Q1,"China Bohai Bank Co., Ltd. Class H",China,Financials,Banks,"2,716.1",4.9,8.2,3.5
BGY6SV,"China Cinda Asset Management Co., Ltd. Class H",China,Financials,Capital Markets,"6,224.9",4.0,8.5,-6.4
B1W0JF,China CITIC Bank Corporation Ltd Class H,China,Financials,Banks,"30,194.0",2.7,9.6,10.4
B1JNK8,China Coal Energy Co. Ltd. Class H,China,Energy,Oil Gas & Consumable Fuels,"15,911.8",1.1,5.5,56.0
B1HVJ1,China Communications Services Corp. Ltd. Class H,China,Industrials,Construction & Engineering,"3,097.8",1.9,5.7,4.1
BH7HM0,China Conch Venture Holdings Ltd.,China,Industrials,Construction & Engineering,"4,818.6",1.5,3.4,8.9
B0LMTQ,China Construction Bank Corporation Class H,China,Financials,Banks,"176,640.3",2.3,7.7,9.3
643175,China Development Financial Holding Corp.,Taiwan,Financials,Insurance,"9,681.4",1.1,6.1,69.5
BF1343,China Education Group Holdings Limited,Hong Kong,Consumer Discretionary,Diversified Consumer Services,"1,698.9",1.0,3.7,31.2
B5NRRJ,"China Everbright Bank Co., Ltd. Class H",China,Financials,Banks,"23,446.5",2.5,8.5,7.9
663094,China Everbright Environment Group Limited,Hong Kong,Industrials,Commercial Services & Supplies,"3,663.5",1.8,7.2,12.9
BD3DS6,China Evergrande Group,China,Real Estate,Real Estate Management & Development,"2,776.3",#N/A,#N/A,#N/A
BK0SBL,China Feihe Limited,China,Consumer Staples,Food Products,"7,977.5",0.4,6.5,49.0
B92NYF,"China Galaxy Securities Co., Ltd. Class H",China,Financials,Capital Markets,"10,229.4",1.3,8.7,46.9
